Column1,Column2,Column3,Column4,Column5
4000,8.9,0.1016,39.6,0.0124596
500,7.2,0.1524,39.6,0.00909175
4000,3.0,0.3048,31.7,0.00529514
10000,5.3,0.2286,71.3,0.0051942
400,3.0,0.3048,71.3,0.00425727
2500,0.0,0.3048,31.7,0.00331266
315,22.2,0.0254,71.3,0.0214178
3150,7.3,0.2286,55.5,0.0111706
1000,12.6,0.1524,71.3,0.0483159
315,15.4,0.0508,71.3,0.0264269
800,8.4,0.0508,39.6,0.00566229
4000,0.0,0.1524,31.7,0.00209405
2000,15.4,0.0508,55.5,0.0271925
1600,5.3,0.2286,71.3,0.0051942
1250,9.9,0.1524,55.5,0.0208438
1600,0.0,0.2286,55.5,0.00229336
315,7.3,0.2286,39.6,0.0123481
1250,7.2,0.1524,39.6,0.00909175
1250,0.0,0.3048,31.7,0.00331266
315,19.7,0.0508,71.3,0.0341183
1600,5.4,0.1524,39.6,0.00485029
1000,5.4,0.1524,71.3,0.00401199
800,0.0,0.2286,31.7,0.0027238
5000,4.8,0.0254,31.7,0.000930789
1000,17.4,0.0254,71.3,0.016104
630,2.7,0.1524,39.6,0.00294804
630,7.3,0.2286,55.5,0.0111706
315,7.3,0.2286,31.7,0.0132672
800,5.4,0.1524,55.5,0.00433288
1250,0.0,0.3048,55.5,0.00283081
1250,19.7,0.0508,71.3,0.0341183
1000,19.7,0.0508,71.3,0.0341183
1250,8.9,0.1016,39.6,0.0124596
4000,7.3,0.2286,39.6,0.0123481
6300,15.4,0.0508,31.7,0.0289853
1600,7.3,0.2286,71.3,0.0104404
2000,8.4,0.0508,55.5,0.00544854
4000,5.4,0.1524,55.5,0.00433288
3150,0.0,0.2286,39.6,0.00253511
5000,15.6,0.1016,39.6,0.0528487
500,4.0,0.3048,39.6,0.00579636
1000,12.3,0.1016,71.3,0.0337792
500,12.7,0.0254,39.6,0.0130253
1000,3.0,0.3048,71.3,0.00425727
1600,9.5,0.0254,39.6,0.00449821
5000,7.3,0.2286,39.6,0.0123481
4000,0.0,0.1524,39.6,0.00193287
630,0.0,0.1524,39.6,0.00193287
10000,0.0,0.1524,55.5,0.00172668
250,4.0,0.3048,71.3,0.00497773
12500,4.8,0.0254,71.3,0.000848633
630,9.5,0.0254,39.6,0.00449821
500,4.0,0.2286,71.3,0.00400603
6300,0.0,0.1016,55.5,0.00131983
3150,0.0,0.3048,55.5,0.00283081
2000,12.7,0.0254,71.3,0.0121808
3150,15.4,0.0508,39.6,0.0282593
1600,4.0,0.2286,55.5,0.0042862
20000,4.0,0.2286,71.3,0.00400603
5000,0.0,0.0254,39.6,0.000428464
8000,0.0,0.3048,39.6,0.00310138
3150,17.4,0.0254,71.3,0.016104
400,9.9,0.1524,71.3,0.0193001
400,17.4,0.0254,39.6,0.0172206
200,17.4,0.0254,55.5,0.0165706
315,3.0,0.3048,31.7,0.00529514
2000,0.0,0.1524,55.5,0.00172668
1250,0.0,0.0508,31.7,0.000812164
1000,0.0,0.0508,39.6,0.000791822
12500,4.2,0.0508,71.3,0.00142788
5000,12.6,0.1524,39.6,0.0584113
4000,0.0,0.2286,39.6,0.00253511
5000,4.0,0.2286,71.3,0.00400603
2000,19.7,0.0508,39.6,0.036484
6300,9.5,0.0254,55.5,0.0043284
315,15.6,0.1016,71.3,0.0437259
250,7.3,0.2286,55.5,0.0111706
6300,12.7,0.0254,71.3,0.0121808
800,0.0,0.2286,55.5,0.00229336
6300,4.2,0.0508,71.3,0.00142788
2000,4.0,0.3048,39.6,0.00579636
1250,4.0,0.3048,71.3,0.00497773
400,5.4,0.1524,39.6,0.00485029
400,1.5,0.3048,39.6,0.00392107
10000,4.2,0.0508,71.3,0.00142788
1250,0.0,0.0508,39.6,0.000791822
630,0.0,0.1016,55.5,0.00131983
1250,9.5,0.0254,55.5,0.0043284
1250,0.0,0.2286,31.7,0.0027238
1250,17.4,0.0254,31.7,0.0176631
2500,2.7,0.1524,71.3,0.00243851
800,3.0,0.3048,39.6,0.00495741
400,19.7,0.0508,71.3,0.0341183
800,9.5,0.0254,39.6,0.00449821
5000,7.3,0.2286,55.5,0.0111706
1250,12.3,0.1016,71.3,0.0337792
6300,2.0,0.2286,39.6,0.00346574
1000,0.0,0.1524,39.6,0.00193287
500,8.9,0.1016,71.3,0.0103088
500,7.3,0.2286,71.3,0.0104404
3150,3.3,0.1016,55.5,0.002211
3150,8.9,0.1016,39.6,0.0124596
2500,9.9,0.1524,55.5,0.0208438
800,15.4,0.0508,55.5,0.0271925
500,4.0,0.2286,55.5,0.0042862
315,9.9,0.1524,55.5,0.0208438
630,19.7,0.0508,71.3,0.0341183
1250,8.9,0.1016,71.3,0.0103088
5000,3.3,0.1016,71.3,0.00202822
1600,8.4,0.0508,71.3,0.00529514
2000,3.0,0.3048,39.6,0.00495741
500,12.3,0.1016,39.6,0.0408268
800,9.5,0.0254,31.7,0.00461377
5000,0.0,0.3048,31.7,0.00331266
8000,0.0,0.0508,55.5,0.00076193
1000,7.3,0.2286,31.7,0.0132672
1000,5.4,0.1524,39.6,0.00485029
8000,0.0,0.3048,55.5,0.00283081
500,0.0,0.1524,55.5,0.00172668
1250,9.9,0.1524,39.6,0.0233328
4000,2.0,0.2286,39.6,0.00346574
1000,0.0,0.0508,71.3,0.000740478
2500,15.4,0.0508,71.3,0.0264269
2000,12.7,0.0254,39.6,0.0130253
500,17.4,0.0254,39.6,0.0172206
2000,2.0,0.2286,55.5,0.00313525
315,17.4,0.0254,55.5,0.0165706
1600,7.2,0.1524,39.6,0.00909175
6300,9.9,0.1524,71.3,0.0193001
2000,11.2,0.0508,71.3,0.014072
800,0.0,0.1524,55.5,0.00172668
6300,0.0,0.2286,31.7,0.0027238
1250,0.0,0.1524,31.7,0.00209405
2000,4.8,0.0254,39.6,0.000907475
630,0.0,0.1524,31.7,0.00209405
400,15.4,0.0508,31.7,0.0289853
4000,12.7,0.0254,39.6,0.0130253
2000,5.4,0.1524,71.3,0.00401199
315,4.0,0.3048,39.6,0.00579636
6300,0.0,0.2286,39.6,0.00253511
200,15.4,0.0508,71.3,0.0264269
1600,2.7,0.1524,39.6,0.00294804
4000,3.3,0.1016,55.5,0.002211
800,15.6,0.1016,71.3,0.0437259
1000,3.3,0.1016,71.3,0.00202822
2000,9.5,0.0254,39.6,0.00449821
6300,3.0,0.3048,55.5,0.00452492
1600,4.8,0.0254,55.5,0.000873218
6300,4.2,0.0508,39.6,0.00152689
2500,7.2,0.1524,39.6,0.00909175
10000,1.5,0.3048,39.6,0.00392107
630,3.0,0.3048,55.5,0.00452492
1250,4.8,0.0254,31.7,0.000930789
250,15.4,0.0508,71.3,0.0264269
800,12.7,0.0254,71.3,0.0121808
800,0.0,0.3048,71.3,0.00266337
6300,9.9,0.1524,31.7,0.0252785
400,11.2,0.0508,39.6,0.0150478
1600,0.0,0.1524,39.6,0.00193287
2000,5.4,0.1524,31.7,0.00525474
630,3.3,0.1016,31.7,0.00251435
400,9.9,0.1524,55.5,0.0208438
6300,3.0,0.3048,39.6,0.00495741
315,22.2,0.0254,39.6,0.0229028
4000,0.0,0.1016,71.3,0.00121072
400,9.5,0.0254,31.7,0.00461377
800,2.0,0.2286,31.7,0.00372371
2500,9.5,0.0254,31.7,0.00461377
1000,7.3,0.2286,55.5,0.0111706
1250,3.0,0.3048,39.6,0.00495741
3150,22.2,0.0254,71.3,0.0214178
10000,0.0,0.0508,31.7,0.000812164
1600,5.4,0.1524,31.7,0.00525474
1000,2.0,0.2286,39.6,0.00346574
1000,15.4,0.0508,55.5,0.0271925
800,4.0,0.3048,39.6,0.00579636
630,4.0,0.2286,55.5,0.0042862
1600,15.6,0.1016,71.3,0.0437259
500,17.4,0.0254,71.3,0.016104
630,6.7,0.1016,55.5,0.0052139
1250,9.5,0.0254,31.7,0.00461377
630,0.0,0.1016,71.3,0.00121072
2500,9.5,0.0254,55.5,0.0043284
2500,4.8,0.0254,31.7,0.000930789
2500,0.0,0.1524,71.3,0.0015988
1000,4.0,0.2286,55.5,0.0042862
3150,15.4,0.0508,31.7,0.0289853
315,0.0,0.3048,39.6,0.00310138
4000,22.2,0.0254,39.6,0.0229028
4000,2.7,0.1524,71.3,0.00243851
12500,0.0,0.1016,55.5,0.00131983
200,11.2,0.0508,39.6,0.0150478
6300,0.0,0.1016,31.7,0.00150092
1600,0.0,0.3048,71.3,0.00266337
630,4.0,0.3048,39.6,0.00579636
1250,7.3,0.2286,31.7,0.0132672
6300,5.3,0.2286,71.3,0.0051942
2000,15.4,0.0508,71.3,0.0264269
800,3.3,0.1016,55.5,0.002211
800,12.3,0.1016,39.6,0.0408268
800,0.0,0.1016,39.6,0.00146332
6300,2.0,0.2286,31.7,0.00372371
800,8.4,0.0508,55.5,0.00544854
2000,2.0,0.2286,31.7,0.00372371
2500,2.0,0.2286,31.7,0.00372371
6300,0.0,0.1524,71.3,0.0015988
250,17.4,0.0254,39.6,0.0172206
500,7.3,0.2286,39.6,0.0123481
6300,2.7,0.1524,71.3,0.00243851
1250,0.0,0.1016,39.6,0.00146332
800,0.0,0.0508,39.6,0.000791822
1600,6.7,0.1016,55.5,0.0052139
6300,4.0,0.2286,39.6,0.00473801
8000,5.4,0.1524,55.5,0.00433288
12500,1.5,0.3048,71.3,0.00336729
1250,3.3,0.1016,71.3,0.00202822
6300,7.3,0.2286,31.7,0.0132672
4000,4.0,0.2286,71.3,0.00400603
400,8.4,0.0508,39.6,0.00566229
630,3.0,0.3048,31.7,0.00529514
250,12.7,0.0254,71.3,0.0121808
250,9.9,0.1524,39.6,0.0233328
1250,12.6,0.1524,39.6,0.0584113
2000,4.0,0.3048,71.3,0.00497773
800,4.0,0.2286,39.6,0.00473801
5000,0.0,0.2286,71.3,0.00214345
1600,15.4,0.0508,39.6,0.0282593
400,22.2,0.0254,39.6,0.0229028
630,15.4,0.0508,71.3,0.0264269
1600,4.0,0.3048,39.6,0.00579636
4000,17.4,0.0254,71.3,0.016104
4000,0.0,0.3048,71.3,0.00266337
6300,7.2,0.1524,39.6,0.00909175
2000,4.2,0.0508,39.6,0.00152689
10000,0.0,0.1524,71.3,0.0015988
630,22.2,0.0254,71.3,0.0214178
800,2.7,0.1524,71.3,0.00243851
2500,0.0,0.1524,31.7,0.00209405
3150,12.3,0.1016,31.7,0.0418756
250,17.4,0.0254,31.7,0.0176631
630,7.3,0.2286,31.7,0.0132672
16000,0.0,0.0254,39.6,0.000428464
400,0.0,0.2286,55.5,0.00229336
2000,12.6,0.1524,71.3,0.0483159
4000,9.9,0.1524,39.6,0.0233328
2000,7.3,0.2286,39.6,0.0123481
200,7.3,0.2286,71.3,0.0104404
10000,0.0,0.0508,39.6,0.000791822
5000,9.5,0.0254,39.6,0.00449821
5000,4.0,0.2286,31.7,0.00509068
5000,0.0,0.1016,31.7,0.00150092
5000,3.3,0.1016,31.7,0.00251435
1250,1.5,0.3048,71.3,0.00336729
10000,0.0,0.1524,39.6,0.00193287
315,12.6,0.1524,39.6,0.0584113
1000,5.4,0.1524,31.7,0.00525474
6300,5.4,0.1524,39.6,0.00485029
400,12.7,0.0254,39.6,0.0130253
5000,17.4,0.0254,71.3,0.016104
1600,12.3,0.1016,71.3,0.0337792
400,9.5,0.0254,39.6,0.00449821
16000,0.0,0.0254,55.5,0.00041229
200,9.9,0.1524,71.3,0.0193001
3150,12.3,0.1016,39.6,0.0408268
630,15.4,0.0508,39.6,0.0282593
250,12.7,0.0254,39.6,0.0130253
4000,8.4,0.0508,55.5,0.00544854
4000,11.2,0.0508,71.3,0.014072
800,9.9,0.1524,31.7,0.0252785
3150,0.0,0.0254,39.6,0.000428464
1250,5.3,0.2286,39.6,0.00614329
3150,3.3,0.1016,39.6,0.00245138
500,8.9,0.1016,39.6,0.0124596
6300,12.6,0.1524,71.3,0.0483159
500,0.0,0.2286,39.6,0.00253511
8000,4.2,0.0508,39.6,0.00152689
2000,8.4,0.0508,31.7,0.00580776
200,7.3,0.2286,39.6,0.0123481
5000,1.5,0.3048,71.3,0.00336729
3150,6.7,0.1016,71.3,0.00478288
2500,8.9,0.1016,39.6,0.0124596
8000,0.0,0.3048,31.7,0.00331266
250,7.2,0.1524,39.6,0.00909175
800,7.3,0.2286,55.5,0.0111706
2000,5.4,0.1524,55.5,0.00433288
200,17.4,0.0254,39.6,0.0172206
2000,22.2,0.0254,71.3,0.0214178
800,4.8,0.0254,39.6,0.000907475
3150,4.8,0.0254,39.6,0.000907475
400,5.4,0.1524,71.3,0.00401199
200,11.2,0.0508,71.3,0.014072
800,12.6,0.1524,71.3,0.0483159
1000,0.0,0.1016,71.3,0.00121072
5000,8.9,0.1016,39.6,0.0124596
10000,0.0,0.0254,39.6,0.000428464
400,8.9,0.1016,71.3,0.0103088
16000,4.8,0.0254,55.5,0.000873218
5000,2.0,0.2286,39.6,0.00346574
4000,17.4,0.0254,55.5,0.0165706
20000,4.8,0.0254,55.5,0.000873218
1600,0.0,0.0508,71.3,0.000740478
400,5.3,0.2286,71.3,0.0051942
200,7.3,0.2286,31.7,0.0132672
1000,17.4,0.0254,39.6,0.0172206
2000,0.0,0.3048,71.3,0.00266337
4000,3.3,0.1016,31.7,0.00251435
2000,5.4,0.1524,39.6,0.00485029
5000,3.3,0.1016,55.5,0.002211
6300,8.9,0.1016,39.6,0.0124596
2000,8.9,0.1016,39.6,0.0124596
250,9.9,0.1524,55.5,0.0208438
1000,8.4,0.0508,39.6,0.00566229
400,12.6,0.1524,39.6,0.0584113
2500,8.4,0.0508,55.5,0.00544854
1600,0.0,0.0508,55.5,0.00076193
3150,2.0,0.2286,31.7,0.00372371
500,9.9,0.1524,39.6,0.0233328
2000,12.3,0.1016,71.3,0.0337792
2000,4.0,0.2286,31.7,0.00509068
630,5.3,0.2286,71.3,0.0051942
400,5.4,0.1524,31.7,0.00525474
200,8.9,0.1016,71.3,0.0103088
1000,2.7,0.1524,39.6,0.00294804
16000,0.0,0.0254,31.7,0.000439472
6300,4.0,0.2286,31.7,0.00509068
800,15.4,0.0508,31.7,0.0289853
200,15.4,0.0508,39.6,0.0282593
800,4.8,0.0254,31.7,0.000930789
500,12.3,0.1016,71.3,0.0337792
315,4.0,0.3048,71.3,0.00497773
800,0.0,0.0508,55.5,0.00076193
500,15.6,0.1016,39.6,0.0528487
500,0.0,0.3048,55.5,0.00283081
1250,12.7,0.0254,39.6,0.0130253
315,5.4,0.1524,39.6,0.00485029
800,0.0,0.0508,71.3,0.000740478
4000,0.0,0.2286,71.3,0.00214345
5000,0.0,0.2286,55.5,0.00229336
200,15.6,0.1016,39.6,0.0528487
2500,19.7,0.0508,71.3,0.0341183
2500,12.7,0.0254,71.3,0.0121808
1600,8.9,0.1016,71.3,0.0103088
200,9.5,0.0254,39.6,0.00449821
1600,22.2,0.0254,39.6,0.0229028
2000,0.0,0.1016,31.7,0.00150092
4000,2.0,0.2286,71.3,0.00293031
1600,2.0,0.2286,71.3,0.00293031
1000,4.2,0.0508,39.6,0.00152689
800,9.9,0.1524,39.6,0.0233328
1600,0.0,0.0508,39.6,0.000791822
630,0.0,0.2286,39.6,0.00253511
4000,3.0,0.3048,39.6,0.00495741
1000,0.0,0.3048,55.5,0.00283081
800,12.6,0.1524,39.6,0.0584113
8000,12.7,0.0254,71.3,0.0121808
4000,0.0,0.0508,31.7,0.000812164
10000,3.3,0.1016,71.3,0.00202822
2000,9.9,0.1524,39.6,0.0233328
1600,7.3,0.2286,55.5,0.0111706
315,7.2,0.1524,71.3,0.00752039
2000,7.2,0.1524,39.6,0.00909175
5000,9.5,0.0254,55.5,0.0043284
400,8.9,0.1016,39.6,0.0124596
1600,0.0,0.1524,31.7,0.00209405
4000,15.6,0.1016,71.3,0.0437259
2000,3.0,0.3048,55.5,0.00452492
16000,4.8,0.0254,71.3,0.000848633
5000,2.7,0.1524,39.6,0.00294804
4000,3.0,0.3048,71.3,0.00425727
630,0.0,0.3048,31.7,0.00331266
315,9.5,0.0254,39.6,0.00449821
10000,3.3,0.1016,55.5,0.002211
2500,15.4,0.0508,55.5,0.0271925
2500,8.4,0.0508,39.6,0.00566229
2000,2.7,0.1524,71.3,0.00243851
630,8.4,0.0508,31.7,0.00580776
250,15.6,0.1016,39.6,0.0528487
4000,0.0,0.1016,55.5,0.00131983
2000,0.0,0.1016,55.5,0.00131983
315,12.3,0.1016,55.5,0.0368233
8000,0.0,0.1016,31.7,0.00150092
315,7.3,0.2286,55.5,0.0111706
5000,0.0,0.0254,71.3,0.000400682
400,12.7,0.0254,71.3,0.0121808
4000,9.9,0.1524,31.7,0.0252785
6300,12.3,0.1016,71.3,0.0337792
2500,7.3,0.2286,31.7,0.0132672
1000,1.5,0.3048,39.6,0.00392107
4000,9.9,0.1524,71.3,0.0193001
800,9.9,0.1524,71.3,0.0193001
630,7.3,0.2286,39.6,0.0123481
315,2.0,0.2286,31.7,0.00372371
400,12.3,0.1016,39.6,0.0408268
3150,0.0,0.2286,71.3,0.00214345
2000,5.3,0.2286,71.3,0.0051942
200,19.7,0.0508,39.6,0.036484
1250,0.0,0.3048,39.6,0.00310138
8000,0.0,0.0254,31.7,0.000439472
2000,3.0,0.3048,31.7,0.00529514
4000,4.8,0.0254,71.3,0.000848633
630,9.9,0.1524,71.3,0.0193001
6300,9.5,0.0254,39.6,0.00449821
8000,3.3,0.1016,31.7,0.00251435
2500,15.6,0.1016,71.3,0.0437259
500,0.0,0.2286,31.7,0.0027238
5000,4.8,0.0254,71.3,0.000848633
315,12.7,0.0254,71.3,0.0121808
2000,0.0,0.2286,39.6,0.00253511
6300,7.3,0.2286,39.6,0.0123481
1000,0.0,0.1524,55.5,0.00172668
3150,3.3,0.1016,71.3,0.00202822
800,8.9,0.1016,39.6,0.0124596
315,8.9,0.1016,71.3,0.0103088
8000,4.0,0.3048,71.3,0.00497773
1000,2.0,0.2286,71.3,0.00293031
1250,4.0,0.3048,39.6,0.00579636
400,5.4,0.1524,55.5,0.00433288
1600,3.0,0.3048,71.3,0.00425727
6300,4.0,0.2286,55.5,0.0042862
1600,0.0,0.1016,31.7,0.00150092
5000,12.7,0.0254,71.3,0.0121808
6300,2.0,0.2286,71.3,0.00293031
3150,5.3,0.2286,71.3,0.0051942
800,5.4,0.1524,39.6,0.00485029
12500,0.0,0.0254,71.3,0.000400682
10000,0.0,0.3048,39.6,0.00310138
10000,0.0,0.0254,71.3,0.000400682
1000,4.0,0.2286,71.3,0.00400603
1600,8.4,0.0508,55.5,0.00544854
4000,0.0,0.3048,39.6,0.00310138
500,3.0,0.3048,55.5,0.00452492
1600,17.4,0.0254,55.5,0.0165706
1250,12.3,0.1016,39.6,0.0408268
800,0.0,0.3048,31.7,0.00331266
1250,9.5,0.0254,39.6,0.00449821
800,7.3,0.2286,39.6,0.0123481
8000,1.5,0.3048,71.3,0.00336729
1600,12.3,0.1016,31.7,0.0418756
500,2.0,0.2286,55.5,0.00313525
2000,2.7,0.1524,39.6,0.00294804
1600,9.9,0.1524,39.6,0.0233328
2500,0.0,0.1524,39.6,0.00193287
1000,15.6,0.1016,71.3,0.0437259
12500,0.0,0.0254,31.7,0.000439472
3150,0.0,0.0254,55.5,0.00041229
500,9.5,0.0254,31.7,0.00461377
2000,17.4,0.0254,39.6,0.0172206
500,15.4,0.0508,31.7,0.0289853
5000,4.8,0.0254,55.5,0.000873218
315,12.7,0.0254,39.6,0.0130253
2500,17.4,0.0254,71.3,0.016104
630,5.3,0.2286,39.6,0.00614329
5000,1.5,0.3048,39.6,0.00392107
2000,0.0,0.1524,39.6,0.00193287
10000,4.8,0.0254,71.3,0.000848633
400,9.9,0.1524,31.7,0.0252785
2500,12.6,0.1524,39.6,0.0584113
2500,9.9,0.1524,39.6,0.0233328
4000,17.4,0.0254,39.6,0.0172206
500,6.7,0.1016,39.6,0.00578076
500,4.8,0.0254,39.6,0.000907475
800,8.4,0.0508,31.7,0.00580776
500,6.7,0.1016,55.5,0.0052139
4000,4.2,0.0508,71.3,0.00142788
400,2.0,0.2286,39.6,0.00346574
400,6.7,0.1016,39.6,0.00578076
6300,8.9,0.1016,71.3,0.0103088
200,15.4,0.0508,31.7,0.0289853
5000,15.4,0.0508,71.3,0.0264269
